Key,System name,School name,N Tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N Tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N Tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N Tested Science,Science: Mean Scale Score,Science: % Did not meet the standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N Tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Did not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA,Congressional District
6210302,CANDLER COUNTY,METTER ELEMEN,153,834.37,5.9,62.7,31.4,94.1,151,832.73,11.9,60.9,27.2,88.1,152,842.82,13.2,42.1,44.7,86.8,155,836.27,10.3,48.4,41.3,89.7,155,836.47,8.4,56.1,35.5,91.6,4,12th
6220100,CARROLL COUNTY,SHARP CREEK E,93,838.71,7.5,58.1,34.4,92.5,92,829.84,8.7,70.7,20.7,91.3,93,841.59,8.6,52.7,38.7,91.4,96,833.42,11.5,57.3,31.3,88.5,96,831.33,8.3,67.7,24.0,91.7,16,11th
6220115,CARROLL COUNTY,PROVIDENCE EL,59,852.95,3.4,47.5,49.2,96.6,60,843.87,8.3,51.7,40.0,91.7,60,858.67,10.0,33.3,56.7,90.0,60,844.50,10.0,43.3,46.7,90.0,60,831.73,13.3,60.0,26.7,86.7,16,11th
6220176,CARROLL COUNTY,MOUNT ZION EL,85,844.08,7.1,51.8,41.2,92.9,81,843.43,3.7,58.0,38.3,96.3,82,851.45,8.5,32.9,58.5,91.5,86,848.07,11.6,29.1,59.3,88.4,86,842.87,5.8,47.7,46.5,94.2,16,11th
6220377,CARROLL COUNTY,ROOPVILLE ELE,64,842.11,4.7,53.1,42.2,95.3,64,847.31,6.3,50.0,43.8,93.8,64,849.48,4.7,39.1,56.3,95.3,65,856.62,3.1,32.3,64.6,96.9,65,849.77,3.1,47.7,49.2,96.9,16,3rd
6220405,CARROLL COUNTY,ITHICA ELEMEN,107,845.29,3.7,53.3,43.0,96.3,106,843.92,6.6,50.0,43.4,93.4,105,855.30,5.7,41.0,53.3,94.3,112,846.69,7.1,39.3,53.6,92.9,112,846.54,5.4,49.1,45.5,94.6,16,11th
6220477,CARROLL COUNTY,WHITESBURG EL,57,838.79,7.0,56.1,36.8,93.0,57,828.67,15.8,59.6,24.6,84.2,59,828.44,22.0,52.5,25.4,78.0,62,830.18,22.6,41.9,35.5,77.4,61,822.38,21.3,60.7,18.0,78.7,16,3rd
6220605,CARROLL COUNTY,GLANTON HINDS,95,838.29,11.6,52.6,35.8,88.4,97,837.28,13.4,49.5,37.1,86.6,98,841.42,15.3,42.9,41.8,84.7,101,832.31,19.8,42.6,37.6,80.2,101,832.55,15.8,50.5,33.7,84.2,16,11th
6220705,CARROLL COUNTY,VILLA RICA EL,73,843.73,2.7,57.5,39.7,97.3,71,837.77,8.5,62.0,29.6,91.5,71,857.62,9.9,33.8,56.3,90.1,73,845.48,6.8,42.5,50.7,93.2,73,830.12,13.7,58.9,27.4,86.3,16,11th
6221054,CARROLL COUNTY,TEMPLE ELEMEN,78,836.04,12.8,55.1,32.1,87.2,78,832.13,17.9,55.1,26.9,82.1,80,835.50,23.8,36.3,40.0,76.3,81,832.79,23.5,43.2,33.3,76.5,81,818.65,23.5,60.5,16.0,76.5,16,11th
6222050,CARROLL COUNTY,BOWDON ELEMEN,117,831.68,9.4,60.7,29.9,90.6,116,833.50,14.7,55.2,30.2,85.3,116,842.41,17.2,39.7,43.1,82.8,118,832.97,21.2,39.8,39.0,78.8,118,824.04,22.9,57.6,19.5,77.1,16,3rd
6225050,CARROLL COUNTY,CENTRAL ELEME,127,839.61,7.9,53.5,38.6,92.1,125,836.64,8.0,54.4,37.6,92.0,125,847.06,16.8,38.4,44.8,83.2,132,833.45,16.7,44.7,38.6,83.3,131,829.01,14.5,58.0,27.5,85.5,16,3rd
6225052,CARROLL COUNTY,SAND HILL ELE,94,848.30,5.3,47.9,46.8,94.7,90,840.01,14.4,45.6,40.0,85.6,90,856.48,8.9,31.1,60.0,91.1,98,839.29,17.3,39.8,42.9,82.7,98,831.00,18.4,50.0,31.6,81.6,16,11th
6230103,CATOOSA COUNTY,BATTLEFIELD E,141,851.48,3.5,39.7,56.7,96.5,140,841.82,2.1,57.1,40.7,97.9,143,839.95,13.3,46.2,40.6,86.7,141,830.15,17.0,51.1,31.9,83.0,141,814.25,26.2,64.5,9.2,73.8,11,9th
6230105,CATOOSA COUNTY,WOODSTATION E,85,843.67,5.9,48.2,45.9,94.1,86,831.37,11.6,65.1,23.3,88.4,85,832.34,18.8,47.1,34.1,81.2,85,827.04,23.5,44.7,31.8,76.5,86,827.84,16.3,60.5,23.3,83.7,11,9th
6230185,CATOOSA COUNTY,TIGER CREEK E,100,845.70,6.0,45.0,49.0,94.0,101,840.11,5.9,59.4,34.7,94.1,101,832.16,18.8,51.5,29.7,81.2,101,830.72,12.9,56.4,30.7,87.1,101,824.66,12.9,70.3,16.8,87.1,11,9th
6231050,CATOOSA COUNTY,BOYNTON ELEME,93,853.68,0.0,43.0,57.0,100.0,93,856.99,0.0,39.8,60.2,100.0,95,857.83,1.1,34.7,64.2,98.9,96,835.57,8.3,58.3,33.3,91.7,95,825.21,17.9,63.2,18.9,82.1,11,9th
6231054,CATOOSA COUNTY,WEST SIDE ELE,86,833.91,10.5,62.8,26.7,89.5,86,829.41,12.8,65.1,22.1,87.2,85,827.80,23.5,47.1,29.4,76.5,86,816.78,27.9,57.0,15.1,72.1,84,814.79,21.4,73.8,4.8,78.6,11,9th
6233050,CATOOSA COUNTY,CLOUD SPRINGS,59,840.29,5.1,54.2,40.7,94.9,61,828.21,9.8,70.5,19.7,90.2,61,830.75,18.0,55.7,26.2,82.0,60,822.35,18.3,58.3,23.3,81.7,60,810.03,30.0,66.7,3.3,70.0,11,9th
6233052,CATOOSA COUNTY,RINGGOLD ELEM,147,845.49,4.1,49.0,46.9,95.9,150,832.89,8.0,64.7,27.3,92.0,152,838.56,16.4,42.8,40.8,83.6,151,838.38,10.6,44.4,45.0,89.4,152,838.00,7.9,57.2,34.9,92.1,11,9th
6235050,CATOOSA COUNTY,GRAYSVILLE EL,88,838.68,3.4,64.8,31.8,96.6,88,836.43,4.5,67.0,28.4,95.5,88,835.19,23.9,37.5,38.6,76.1,88,827.83,14.8,64.8,20.5,85.2,88,822.32,14.8,71.6,13.6,85.2,11,9th
6240199,CHARLTON COUNTY,FOLKSTON ELEM,84,829.38,11.9,63.1,25.0,88.1,85,823.93,11.8,68.2,20.0,88.2,85,825.44,17.6,56.5,25.9,82.4,88,823.74,27.3,43.2,29.5,72.7,88,818.08,27.3,59.1,13.6,72.7,13,1st
6244050,CHARLTON COUNTY,ST GEORGE EL,23,837.61,8.7,60.9,30.4,91.3,23,821.74,17.4,69.6,13.0,82.6,24,827.00,20.8,45.8,33.3,79.2,24,830.13,12.5,62.5,25.0,87.5,24,807.13,29.2,66.7,4.2,70.8,13,1st
6250107,CHATHAM COUNTY,UHS OF SAVANN,2,       --,       --,       --,       --,       --,2,       --,       --,       --,       --,       --,2,       --,       --,       --,       --,       --,1,       --,       --,       --,       --,       --,1,       --,       --,       --,       --,       --,4,12th
6250191,CHATHAM COUNTY,EAST BROAD ST,85,814.26,34.1,54.1,11.8,65.9,85,810.55,31.8,60.0,8.2,68.2,85,797.89,52.9,40.0,7.1,47.1,88,796.86,58.0,34.1,8.0,42.0,87,801.49,46.0,50.6,3.4,54.0,4,12th
6250192,CHATHAM COUNTY,GARRISON ELEM,67,857.43,4.5,31.3,64.2,95.5,67,849.34,4.5,37.3,58.2,95.5,67,852.87,9.0,34.3,56.7,91.0,67,844.21,14.9,35.8,49.3,85.1,67,851.03,0.0,50.7,49.3,100.0,4,12th
6250194,CHATHAM COUNTY,GEORGETOWN EL,80,846.08,6.3,47.5,46.3,93.8,79,842.04,8.9,44.3,46.8,91.1,78,844.41,17.9,42.3,39.7,82.1,85,833.11,16.5,45.9,37.6,83.5,85,831.06,10.6,64.7,24.7,89.4,4,1st
6250197,CHATHAM COUNTY,GARDEN CITY E,92,818.67,28.3,54.3,17.4,71.7,96,817.03,24.0,62.5,13.5,76.0,97,810.28,42.3,38.1,19.6,57.7,97,806.54,46.4,40.2,13.4,53.6,97,811.11,27.8,63.9,8.2,72.2,4,12th
6250200,CHATHAM COUNTY,W CHATHAM ELE,104,841.32,7.7,50.0,42.3,92.3,103,839.82,6.8,55.3,37.9,93.2,103,836.88,23.3,34.0,42.7,76.7,104,833.73,13.5,50.0,36.5,86.5,104,827.94,13.5,60.6,26.0,86.5,4,12th
6250211,CHATHAM COUNTY,GODLEY STATIO,157,845.67,3.2,51.6,45.2,96.8,157,838.03,6.4,60.5,33.1,93.6,157,832.13,21.7,40.1,38.2,78.3,157,834.42,14.6,47.1,38.2,85.4,157,831.48,14.0,56.1,29.9,86.0,4,
6250298,CHATHAM COUNTY,MARSHPOINT EL,137,853.08,3.6,35.8,60.6,96.4,134,845.46,3.7,50.0,46.3,96.3,136,843.02,9.6,47.8,42.6,90.4,139,845.42,8.6,36.7,54.7,91.4,139,835.59,7.2,59.0,33.8,92.8,4,1st
6250300,CHATHAM COUNTY,SOUTHWEST ELE,111,837.28,10.8,58.6,30.6,89.2,110,830.50,12.7,62.7,24.5,87.3,108,828.84,21.3,49.1,29.6,78.7,113,818.55,29.2,47.8,23.0,70.8,112,813.99,25.0,67.9,7.1,75.0,4,1st
6250511,CHATHAM COUNTY,SHUMAN ELEMEN,134,816.88,24.6,64.9,10.4,75.4,134,817.56,26.1,60.4,13.4,73.9,133,804.02,47.4,44.4,8.3,52.6,135,802.87,43.7,48.1,8.1,56.3,135,809.79,33.3,63.7,3.0,66.7,4,12th
6251052,CHATHAM COUNTY,BARTOW ELEMEN,121,820.26,22.3,59.5,18.2,77.7,118,817.44,26.3,57.6,16.1,73.7,120,813.18,35.0,44.2,20.8,65.0,123,795.82,54.5,39.0,6.5,45.5,123,797.68,52.8,45.5,1.6,47.2,4,12th
6251056,CHATHAM COUNTY,GADSDEN ELEME,97,818.46,25.8,54.6,19.6,74.2,97,819.63,26.8,54.6,18.6,73.2,97,815.89,35.1,41.2,23.7,64.9,98,805.86,38.8,46.9,14.3,61.2,98,808.12,38.8,51.0,10.2,61.2,4,12th
6251058,CHATHAM COUNTY,HEARD ELEMENT,69,849.06,8.7,36.2,55.1,91.3,69,840.46,5.8,55.1,39.1,94.2,69,848.38,14.5,33.3,52.2,85.5,70,842.84,8.6,50.0,41.4,91.4,70,842.57,11.4,41.4,47.1,88.6,4,12th
6251060,CHATHAM COUNTY,HOWARD ELEMEN,107,866.15,1.9,26.2,72.0,98.1,107,852.01,3.7,44.9,51.4,96.3,108,857.33,15.7,25.9,58.3,84.3,108,854.32,6.5,32.4,61.1,93.5,107,842.40,7.5,49.5,43.0,92.5,4,1st
6251070,CHATHAM COUNTY,WHITE BLUFF E,113,823.47,18.6,62.8,18.6,81.4,112,817.45,28.6,56.3,15.2,71.4,112,804.21,50.0,38.4,11.6,50.0,116,805.32,40.5,45.7,13.8,59.5,116,810.91,31.9,61.2,6.9,68.1,4,12th
6252056,CHATHAM COUNTY,GOULD ELEMENT,129,826.67,17.1,58.1,24.8,82.9,126,824.68,15.1,65.9,19.0,84.9,126,814.74,32.5,54.0,13.5,67.5,131,813.32,30.5,54.2,15.3,69.5,131,817.28,24.4,65.6,9.9,75.6,4,12th
6252062,CHATHAM COUNTY,LARGO TIBET E,91,829.77,16.5,56.0,27.5,83.5,91,826.46,16.5,62.6,20.9,83.5,92,823.73,27.2,44.6,28.3,72.8,93,816.00,30.1,51.6,18.3,69.9,93,818.22,22.6,64.5,12.9,77.4,4,12th
6252068,CHATHAM COUNTY,SPENCER ELEME,57,821.11,15.8,71.9,12.3,84.2,57,814.00,24.6,64.9,10.5,75.4,57,811.09,36.8,47.4,15.8,63.2,57,809.54,29.8,59.6,10.5,70.2,57,803.72,42.1,57.9,0.0,57.9,4,12th
6252069,CHATHAM COUNTY,THUNDERBOLT E,65,827.45,10.8,66.2,23.1,89.2,63,827.68,14.3,61.9,23.8,85.7,64,826.44,28.1,46.9,25.0,71.9,65,820.02,32.3,46.2,21.5,67.7,65,824.32,20.0,61.5,18.5,80.0,4,12th
6253060,CHATHAM COUNTY,ISLE OF HOPE,67,833.37,10.4,62.7,26.9,89.6,67,825.66,13.4,68.7,17.9,86.6,68,824.66,27.9,47.1,25.0,72.1,68,825.63,20.6,55.9,23.5,79.4,68,831.21,8.8,66.2,25.0,91.2,4,1st
6253062,CHATHAM COUNTY,LOW ELEMENTAR,68,819.19,14.7,77.9,7.4,85.3,65,820.00,18.5,73.8,7.7,81.5,67,817.75,22.4,61.2,16.4,77.6,72,803.01,40.3,52.8,6.9,59.7,72,805.07,38.9,58.3,2.8,61.1,4,12th
6253064,CHATHAM COUNTY,POOLER ELEMEN,65,844.74,3.1,52.3,44.6,96.9,65,845.45,4.6,46.2,49.2,95.4,67,835.39,16.4,52.2,31.3,83.6,68,836.56,11.8,50.0,38.2,88.2,67,838.78,6.0,55.2,38.8,94.0,4,12th
6254052,CHATHAM COUNTY,BLOOMINGDALE,72,837.74,8.3,58.3,33.3,91.7,72,826.67,11.1,69.4,19.4,88.9,72,827.57,25.0,37.5,37.5,75.0,72,826.14,20.8,51.4,27.8,79.2,73,820.42,24.7,54.8,20.5,75.3,4,12th
6254054,CHATHAM COUNTY,ELLIS ELEMENT,63,854.11,1.6,44.4,54.0,98.4,63,841.41,6.3,54.0,39.7,93.7,63,844.68,12.7,42.9,44.4,87.3,64,843.72,10.9,42.2,46.9,89.1,64,833.59,12.5,56.3,31.3,87.5,4,12th
6254056,CHATHAM COUNTY,HAVEN ELEMENT,67,822.01,13.4,67.2,19.4,86.6,67,820.01,14.9,76.1,9.0,85.1,67,810.39,38.8,46.3,14.9,61.2,70,813.80,30.0,54.3,15.7,70.0,70,809.73,32.9,61.4,5.7,67.1,4,12th
6254058,CHATHAM COUNTY,HESSE ELEMENT,106,845.92,6.6,41.5,51.9,93.4,107,837.34,10.3,55.1,34.6,89.7,107,845.20,15.0,40.2,44.9,85.0,107,837.20,13.1,43.0,43.9,86.9,107,832.28,14.0,57.0,29.0,86.0,4,1st
6254068,CHATHAM COUNTY,PORT WENTWORT,65,829.43,10.8,66.2,23.1,89.2,66,822.88,13.6,66.7,19.7,86.4,66,820.30,27.3,50.0,22.7,72.7,67,822.37,23.9,55.2,20.9,76.1,67,817.39,26.9,62.7,10.4,73.1,4,12th
6254070,CHATHAM COUNTY,WINDSOR FOR E,97,846.07,3.1,50.5,46.4,96.9,97,844.44,8.2,48.5,43.3,91.8,103,834.48,23.3,35.9,40.8,76.7,104,829.29,17.3,52.9,29.8,82.7,99,815.89,24.2,64.6,11.1,75.8,4,1st
6255052,CHATHAM COUNTY,BUTLER ELEMEN,107,828.00,16.8,59.8,23.4,83.2,107,828.11,13.1,63.6,23.4,86.9,106,811.92,34.0,52.8,13.2,66.0,109,812.87,29.4,58.7,11.9,70.6,109,814.50,26.6,63.3,10.1,73.4,4,12th
6255058,CHATHAM COUNTY,HODGE ELEMENT,55,817.38,27.3,61.8,10.9,72.7,55,820.89,23.6,58.2,18.2,76.4,55,823.76,23.6,50.9,25.5,76.4,56,805.52,33.9,60.7,5.4,66.1,56,812.86,26.8,64.3,8.9,73.2,4,12th
6255064,CHATHAM COUNTY,PULASKI ELEME,75,839.08,8.0,57.3,34.7,92.0,74,834.85,10.8,56.8,32.4,89.2,75,831.01,21.3,48.0,30.7,78.7,77,829.64,14.3,55.8,29.9,85.7,76,837.89,10.5,51.3,38.2,89.5,4,12th
6255066,CHATHAM COUNTY,JACOB G SMIT,50,856.26,2.0,34.0,64.0,98.0,50,848.16,2.0,46.0,52.0,98.0,50,846.48,10.0,48.0,42.0,90.0,50,848.40,14.0,24.0,62.0,86.0,50,852.22,2.0,52.0,46.0,98.0,4,12th
6260101,CHATTAHOOCHEE COUNTY,CHATTAHOO EDU,50,829.64,16.0,52.0,32.0,84.0,50,821.68,26.0,48.0,26.0,74.0,50,813.94,42.0,42.0,16.0,58.0,51,822.41,31.4,37.3,31.4,68.6,50,819.12,28.0,48.0,24.0,72.0,2,2nd
6270106,CHATTOOGA COUNTY,LEROY MASSEY,122,823.93,12.3,68.9,18.9,87.7,121,818.31,28.1,58.7,13.2,71.9,122,819.67,30.3,42.6,27.0,69.7,125,822.86,17.6,60.0,22.4,82.4,124,814.20,26.6,65.3,8.1,73.4,11,11th
6272050,CHATTOOGA COUNTY,LYERLY ELEMEN,46,842.96,6.5,47.8,45.7,93.5,46,837.89,17.4,41.3,41.3,82.6,46,844.17,17.4,41.3,41.3,82.6,46,843.85,13.0,34.8,52.2,87.0,46,827.43,13.0,69.6,17.4,87.0,11,11th
6273050,CHATTOOGA COUNTY,MENLO ELEMENT,42,844.64,0.0,54.8,45.2,100.0,42,842.57,9.5,42.9,47.6,90.5,42,840.67,11.9,42.9,45.2,88.1,42,833.64,23.8,42.9,33.3,76.2,42,820.48,28.6,54.8,16.7,71.4,11,11th
6280101,CHEROKEE COUNTY,CARMEL ELEMEN,194,852.70,1.5,39.7,58.8,98.5,192,848.04,4.2,43.2,52.6,95.8,197,844.44,14.2,38.1,47.7,85.8,199,840.19,9.5,45.2,45.2,90.5,199,835.88,12.6,51.8,35.7,87.4,9,6th
6280104,CHEROKEE COUNTY,WOODSTOCK ELE,155,848.28,3.2,49.0,47.7,96.8,155,847.05,5.8,51.0,43.2,94.2,157,844.27,11.5,45.9,42.7,88.5,157,839.64,12.1,45.2,42.7,87.9,156,839.88,10.9,53.2,35.9,89.1,9,6th
6280105,CHEROKEE COUNTY,WILLIAM G HA,85,828.15,15.3,64.7,20.0,84.7,85,834.41,14.1,51.8,34.1,85.9,86,833.98,18.6,48.8,32.6,81.4,86,818.23,33.7,41.9,24.4,66.3,86,815.62,30.2,53.5,16.3,69.8,9,6th
6280108,CHEROKEE COUNTY,AVERY ELEMENT,191,856.39,1.6,36.6,61.8,98.4,191,850.55,4.2,46.6,49.2,95.8,192,852.45,6.3,40.6,53.1,93.8,195,851.22,5.6,37.9,56.4,94.4,194,843.95,7.2,52.6,40.2,92.8,9,6th
6280182,CHEROKEE COUNTY,JOHNSTON ELEM,135,855.76,1.5,37.0,61.5,98.5,134,854.51,2.2,42.5,55.2,97.8,136,854.54,5.1,37.5,57.4,94.9,136,850.90,6.6,32.4,61.0,93.4,136,846.63,8.1,43.4,48.5,91.9,9,6th
6280189,CHEROKEE COUNTY,BOSTON ELEMEN,166,844.54,3.0,54.8,42.2,97.0,164,837.98,4.3,64.0,31.7,95.7,164,841.50,11.6,48.8,39.6,88.4,169,831.87,14.2,53.8,32.0,85.8,169,824.89,20.1,58.6,21.3,79.9,9,6th
6280190,CHEROKEE COUNTY,MOUNTAIN ROAD,76,863.75,1.3,27.6,71.1,98.7,76,855.13,1.3,43.4,55.3,98.7,76,862.34,6.6,26.3,67.1,93.4,76,852.51,7.9,28.9,63.2,92.1,76,850.39,3.9,39.5,56.6,96.1,9,6th
6280193,CHEROKEE COUNTY,SIXES ELEMENT,171,859.17,1.8,28.1,70.2,98.2,171,849.33,3.5,46.2,50.3,96.5,172,846.75,8.7,45.9,45.3,91.3,172,848.81,6.4,38.4,55.2,93.6,172,839.00,7.0,57.0,36.0,93.0,9,6th
6280196,CHEROKEE COUNTY,BASCOMB ELEME,236,869.26,0.0,21.2,78.8,100.0,235,860.42,0.9,30.2,68.9,99.1,236,865.69,4.2,33.1,62.7,95.8,237,856.61,3.0,32.1,65.0,97.0,236,855.69,3.0,34.7,62.3,97.0,9,6th
6280198,CHEROKEE COUNTY,R M MOORE ELE,79,848.53,3.8,48.1,48.1,96.2,78,841.28,3.8,57.7,38.5,96.2,78,843.86,12.8,41.0,46.2,87.2,79,834.11,10.1,60.8,29.1,89.9,79,828.59,16.5,62.0,21.5,83.5,9,6th
6280199,CHEROKEE COUNTY,HOLLY SPRINGS,190,847.31,6.8,38.4,54.7,93.2,189,836.98,7.4,56.6,36.0,92.6,190,836.68,15.3,46.8,37.9,84.7,191,835.35,14.7,47.1,38.2,85.3,191,833.18,14.7,53.4,31.9,85.3,9,6th
6280203,CHEROKEE COUNTY,LIBERTY ELEME,233,854.87,1.7,36.1,62.2,98.3,234,856.42,1.7,37.2,61.1,98.3,234,853.06,6.8,41.0,52.1,93.2,234,849.94,3.0,41.9,55.1,97.0,234,842.59,6.4,53.8,39.7,93.6,9,6th
6280309,CHEROKEE COUNTY,LITTLE RIVER,175,851.31,2.3,45.7,52.0,97.7,176,846.78,3.4,50.0,46.6,96.6,178,836.65,19.1,43.3,37.6,80.9,178,841.52,14.6,36.5,48.9,85.4,176,830.02,11.4,63.6,25.0,88.6,9,6th
6280397,CHEROKEE COUNTY,ARNOLD MILL E,138,854.51,2.9,31.2,65.9,97.1,141,849.35,4.3,44.0,51.8,95.7,144,847.15,14.6,38.9,46.5,85.4,142,841.56,7.0,45.8,47.2,93.0,143,842.17,11.2,49.0,39.9,88.8,9,6th
6280409,CHEROKEE COUNTY,CANTON ELEMEN,109,831.97,8.3,59.6,32.1,91.7,104,830.20,16.3,60.6,23.1,83.7,106,830.93,22.6,48.1,29.2,77.4,110,821.81,25.5,50.9,23.6,74.5,110,816.48,24.5,67.3,8.2,75.5,9,6th
6280505,CHEROKEE COUNTY,FREE HOME ELE,53,849.25,1.9,43.4,54.7,98.1,52,846.13,1.9,51.9,46.2,98.1,53,837.70,13.2,39.6,47.2,86.8,55,836.45,10.9,50.9,38.2,89.1,55,824.58,16.4,69.1,14.5,83.6,9,6th
6280509,CHEROKEE COUNTY,J KNOX ELEME,130,861.25,3.1,30.0,66.9,96.9,130,856.42,3.8,36.9,59.2,96.2,133,866.66,11.3,26.3,62.4,88.7,133,851.96,6.0,29.3,64.7,94.0,133,851.74,6.8,41.4,51.9,93.2,9,6th
6281050,CHEROKEE COUNTY,BALL GROUND E,62,858.16,1.6,40.3,58.1,98.4,62,850.42,1.6,51.6,46.8,98.4,62,836.11,16.1,51.6,32.3,83.9,62,843.95,3.2,46.8,50.0,96.8,62,840.55,9.7,54.8,35.5,90.3,9,6th
6281052,CHEROKEE COUNTY,CLAYTON ELEME,54,845.17,3.7,55.6,40.7,96.3,57,827.19,14.0,63.2,22.8,86.0,59,816.44,35.6,45.8,18.6,64.4,59,831.41,15.3,47.5,37.3,84.7,59,815.47,23.7,72.9,3.4,76.3,9,6th
6282054,CHEROKEE COUNTY,OAK GROVE ELE,143,846.01,4.9,44.1,51.0,95.1,139,846.68,4.3,46.8,48.9,95.7,142,841.56,14.8,41.5,43.7,85.2,147,832.90,18.4,41.5,40.1,81.6,147,832.66,14.3,54.4,31.3,85.7,9,6th
6283052,CHEROKEE COUNTY,HICKORY FLAT,129,856.97,1.6,41.1,57.4,98.4,128,849.17,4.7,44.5,50.8,95.3,130,845.50,16.2,35.4,48.5,83.8,132,843.44,10.6,45.5,43.9,89.4,132,839.62,5.3,48.5,46.2,94.7,9,6th
6285052,CHEROKEE COUNTY,MACEDONIA ELE,133,863.35,0.8,30.8,68.4,99.2,135,852.43,3.7,39.3,57.0,96.3,139,850.09,10.8,31.7,57.6,89.2,139,845.07,7.9,37.4,54.7,92.1,139,839.39,5.8,59.7,34.5,94.2,9,6th
6290105,CLARKE COUNTY,ALPS ROAD ELE,53,824.98,20.8,58.5,20.8,79.2,53,818.00,24.5,60.4,15.1,75.5,53,821.70,24.5,54.7,20.8,75.5,55,808.07,36.4,47.3,16.4,63.6,55,804.95,36.4,60.0,3.6,63.6,10,10th
6290112,CLARKE COUNTY,JUDIA JACKSON,73,823.19,15.1,68.5,16.4,84.9,70,828.54,7.1,72.9,20.0,92.9,73,834.49,21.9,37.0,41.1,78.1,74,819.19,20.3,58.1,21.6,79.7,73,816.12,19.2,72.6,8.2,80.8,10,10th
6290178,CLARKE COUNTY,TIMOTHY ELEME,62,841.98,3.2,53.2,43.5,96.8,62,834.47,11.3,58.1,30.6,88.7,64,843.61,15.6,42.2,42.2,84.4,66,830.05,16.7,50.0,33.3,83.3,64,829.41,14.1,59.4,26.6,85.9,10,10th
6290191,CLARKE COUNTY,CLEVELAND ROA,53,836.64,11.3,54.7,34.0,88.7,52,825.96,13.5,69.2,17.3,86.5,52,826.85,23.1,50.0,26.9,76.9,55,823.42,27.3,43.6,29.1,72.7,55,817.58,20.0,78.2,1.8,80.0,10,10th
6290205,CLARKE COUNTY,GAINES ELEMEN,77,820.55,24.7,58.4,16.9,75.3,75,813.31,28.0,61.3,10.7,72.0,75,816.59,37.3,41.3,21.3,62.7,78,807.97,35.9,50.0,14.1,64.1,76,807.68,35.5,56.6,7.9,64.5,10,10th
6290291,CLARKE COUNTY,HOWARD B STRO,53,823.25,13.2,67.9,18.9,86.8,53,815.70,24.5,62.3,13.2,75.5,54,827.83,18.5,53.7,27.8,81.5,54,812.44,33.3,59.3,7.4,66.7,54,813.04,24.1,74.1,1.9,75.9,10,10th
6290391,CLARKE COUNTY,WHIT DAVIS RO,90,836.63,12.2,46.7,41.1,87.8,91,825.54,14.3,63.7,22.0,85.7,91,838.18,17.6,42.9,39.6,82.4,92,833.72,15.2,42.4,42.4,84.8,92,831.04,10.9,63.0,26.1,89.1,10,10th
6291062,CLARKE COUNTY,WHITEHEAD ROA,102,838.98,5.9,55.9,38.2,94.1,102,828.69,8.8,69.6,21.6,91.2,102,837.76,11.8,49.0,39.2,88.2,104,825.58,17.3,55.8,26.9,82.7,104,819.57,15.4,76.0,8.7,84.6,10,10th
6292056,CLARKE COUNTY,BARNETT SHOAL,66,831.06,15.2,56.1,28.8,84.8,64,826.66,20.3,53.1,26.6,79.7,65,827.26,32.3,38.5,29.2,67.7,68,827.24,27.9,41.2,30.9,72.1,68,822.84,25.0,55.9,19.1,75.0,10,10th
6292062,CLARKE COUNTY,WINTERVILLE E,59,820.93,22.0,62.7,15.3,78.0,59,818.00,28.8,57.6,13.6,71.2,59,818.71,33.9,47.5,18.6,66.1,59,815.80,35.6,39.0,25.4,64.4,59,815.75,28.8,59.3,11.9,71.2,10,10th
6293056,CLARKE COUNTY,BARROW ELEMEN,68,854.76,7.4,41.2,51.5,92.6,68,839.10,10.3,48.5,41.2,89.7,68,862.29,11.8,32.4,55.9,88.2,68,842.19,17.6,39.7,42.6,82.4,68,833.68,14.7,52.9,32.4,85.3,10,10th
6293058,CLARKE COUNTY,FOWLER DRIVE,49,822.55,16.3,69.4,14.3,83.7,49,820.76,20.4,65.3,14.3,79.6,49,820.35,26.5,44.9,28.6,73.5,50,812.66,26.0,62.0,12.0,74.0,49,809.45,32.7,63.3,4.1,67.3,10,10th
6294060,CLARKE COUNTY,OGLETHORPE AV,72,829.17,13.9,61.1,25.0,86.1,70,825.96,17.1,61.4,21.4,82.9,72,835.31,20.8,45.8,33.3,79.2,77,818.42,31.2,44.2,24.7,68.8,77,807.16,39.0,49.4,11.7,61.0,10,10th
6295056,CLARKE COUNTY,CHASE STREET,53,839.21,9.4,56.6,34.0,90.6,53,835.06,9.4,56.6,34.0,90.6,53,845.23,15.1,45.3,39.6,84.9,53,832.87,17.0,49.1,34.0,83.0,53,831.92,13.2,60.4,26.4,86.8,10,10th
