,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA code,Congressional District,
7060196,MUSCOGEE COUNTY,BLACKMON ROAD,274,837.01,1.1,69.3,29.6,98.9,274,856.95,2.6,32.8,64.6,97.4,271,852.70,3.0,46.5,50.6,97.0,283,847.08,8.8,43.8,47.3,91.2,281,867.41,7.1,24.6,68.3,92.9,2,3rd,
7060204,MUSCOGEE COUNTY,VETERANS MEMO,219,828.49,11.0,69.9,19.2,89.0,217,840.86,6.5,49.3,44.2,93.5,218,834.71,8.7,57.8,33.5,91.3,217,838.75,15.7,47.5,36.9,84.3,218,835.97,23.9,32.1,44.0,76.1,2,3rd,
7060300,MUSCOGEE COUNTY,BAKER MIDDLE,90,809.77,25.6,71.1,3.3,74.4,90,815.81,25.6,65.6,8.9,74.4,91,816.85,34.1,54.9,11.0,65.9,92,806.50,41.3,50.0,8.7,58.7,91,778.40,86.8,9.9,3.3,13.2,2,2nd,
7060301,MUSCOGEE COUNTY,EAST COLUMBUS,199,820.74,10.1,80.9,9.0,89.9,199,832.45,10.6,63.3,26.1,89.4,199,820.42,19.1,67.3,13.6,80.9,199,814.82,29.1,57.3,13.6,70.9,199,820.41,40.7,30.7,28.6,59.3,2,2nd,
7060401,MUSCOGEE COUNTY,DOUBLE MIDDLE,134,819.29,17.2,71.6,11.2,82.8,135,825.90,13.3,65.2,21.5,86.7,133,820.98,26.3,57.1,16.5,73.7,138,812.16,42.0,42.0,15.9,58.0,137,816.28,39.4,36.5,24.1,60.6,2,3rd,
7062050,MUSCOGEE COUNTY,ARNOLD MIDDLE,261,832.21,9.6,64.4,26.1,90.4,262,844.08,6.5,48.5,45.0,93.5,261,852.56,7.7,34.1,58.2,92.3,264,836.62,16.7,45.8,37.5,83.3,263,839.44,23.2,30.8,46.0,76.8,2,3rd,
7062066,MUSCOGEE COUNTY,RICHARDS MIDD,240,825.47,14.6,65.8,19.6,85.4,241,836.24,12.9,50.2,36.9,87.1,241,839.49,15.8,44.0,40.2,84.2,240,827.22,25.0,46.3,28.8,75.0,237,814.25,38.8,36.3,24.9,61.2,2,2nd,
7062067,MUSCOGEE COUNTY,ROTHSCHILD MI,181,813.03,22.7,74.0,3.3,77.3,181,823.49,13.3,72.9,13.8,86.7,181,820.19,21.0,62.4,16.6,79.0,181,809.49,36.5,53.6,9.9,63.5,180,789.74,68.9,27.2,3.9,31.1,2,2nd,
7065058,MUSCOGEE COUNTY,EDDY MIDDLE S,112,814.86,15.2,79.5,5.4,84.8,112,824.43,11.6,70.5,17.9,88.4,112,822.87,25.0,55.4,19.6,75.0,116,801.37,50.9,43.1,6.0,49.1,116,798.05,53.4,39.7,6.9,46.6,2,2nd,
7070101,NEWTON COUNTY,VETERANS MEMO,250,821.48,12.8,75.2,12.0,87.2,252,835.03,8.7,59.5,31.7,91.3,246,823.61,19.5,61.4,19.1,80.5,256,820.16,27.7,53.9,18.4,72.3,256,812.94,36.7,48.0,15.2,63.3,5,8th,
7070113,NEWTON COUNTY,CHALLENGE CHA,26,805.54,38.5,61.5,0.0,61.5,27,813.74,22.2,77.8,0.0,77.8,25,802.56,52.0,44.0,4.0,48.0,28,794.57,64.3,32.1,3.6,35.7,28,790.75,64.3,32.1,3.6,35.7,5,8th,
7070114,NEWTON COUNTY,LIBERTY MIDDL,324,822.89,10.5,76.5,13.0,89.5,325,834.18,8.9,61.2,29.8,91.1,324,839.51,7.7,55.9,36.4,92.3,336,828.96,19.0,52.1,28.9,81.0,333,818.29,35.4,41.1,23.4,64.6,5,8th,
7070117,NEWTON COUNTY,CLEMENTS THEM,250,822.62,11.6,76.0,12.4,88.4,252,831.27,7.9,69.4,22.6,92.1,252,822.57,15.1,72.2,12.7,84.9,254,825.59,18.1,57.5,24.4,81.9,253,815.80,33.6,46.6,19.8,66.4,5,7th,
7070196,NEWTON COUNTY,COUSINS MIDDL,286,824.80,9.4,73.8,16.8,90.6,286,832.35,11.2,58.7,30.1,88.8,280,830.86,10.7,65.7,23.6,89.3,289,830.24,22.1,45.0,32.9,77.9,288,823.34,30.9,40.6,28.5,69.1,5,8th,
7070398,NEWTON COUNTY,INDIAN CREEK,307,827.05,9.8,72.3,17.9,90.2,306,836.74,8.5,53.9,37.6,91.5,307,828.90,15.3,58.6,26.1,84.7,310,835.56,13.5,49.0,37.4,86.5,309,825.00,30.1,40.8,29.1,69.9,5,8th,
7080193,OCONEE COUNTY,OCONEE CO MID,255,844.45,2.0,51.8,46.3,98.0,253,856.51,0.8,37.5,61.7,99.2,255,869.25,0.4,30.6,69.0,99.6,259,866.69,1.2,29.7,69.1,98.8,257,867.22,5.8,26.1,68.1,94.2,10,10th,
7080198,OCONEE COUNTY,MALCOM BRIDGE,220,840.90,3.2,56.4,40.5,96.8,220,854.72,1.4,34.5,64.1,98.6,217,858.98,3.2,33.6,63.1,96.8,222,860.05,5.4,32.4,62.2,94.6,222,862.12,9.9,22.5,67.6,90.1,10,10th,
7090112,OGLETHORPE COUNTY,OGLETHORPE CO,192,828.47,9.9,68.2,21.9,90.1,194,842.47,8.2,47.9,43.8,91.8,192,848.82,4.7,49.5,45.8,95.3,196,843.11,15.3,39.3,45.4,84.7,196,850.07,14.8,35.2,50.0,85.2,10,10th,
7100108,PAULDING COUNTY,SAMMY MCCLURE,349,835.15,4.6,67.6,27.8,95.4,351,846.44,2.8,51.9,45.3,97.2,349,843.22,5.2,53.0,41.8,94.8,356,846.04,7.3,44.1,48.6,92.7,356,861.35,6.5,27.5,66.0,93.5,11,11th,
7100192,PAULDING COUNTY,S PAULDIN MID,176,829.86,6.3,74.4,19.3,93.8,175,837.37,4.0,65.7,30.3,96.0,175,830.05,10.3,68.0,21.7,89.7,177,830.70,15.8,57.6,26.6,84.2,176,831.90,20.5,48.3,31.3,79.5,11,11th,
7100201,PAULDING COUNTY,LENA MAE MOSE,298,830.72,7.0,72.5,20.5,93.0,294,840.22,6.1,55.4,38.4,93.9,294,835.13,6.5,64.3,29.3,93.5,302,834.02,15.6,49.0,35.4,84.4,301,855.30,14.3,30.2,55.5,85.7,11,11th,
7100297,PAULDING COUNTY,J A DOBBINS M,273,826.82,7.3,74.7,17.9,92.7,276,833.36,8.3,63.8,27.9,91.7,274,828.15,11.3,68.6,20.1,88.7,279,841.08,11.8,43.7,44.4,88.2,279,832.38,22.6,40.5,36.9,77.4,11,11th,
7100394,PAULDING COUNTY,EAST PAUL MID,310,828.88,8.7,71.0,20.3,91.3,310,835.57,8.7,60.6,30.6,91.3,310,827.78,11.6,65.8,22.6,88.4,310,831.95,19.4,48.1,32.6,80.6,310,839.95,21.6,32.6,45.8,78.4,11,11th,
7100404,PAULDING COUNTY,IRMA C AUSTIN,297,828.99,8.1,72.1,19.9,91.9,298,836.67,6.7,59.7,33.6,93.3,293,830.56,15.4,61.4,23.2,84.6,303,826.21,22.1,48.5,29.4,77.9,302,834.10,21.2,41.7,37.1,78.8,11,11th,
7100410,PAULDING COUNTY,CARL SCOGGINS,251,821.96,13.5,74.1,12.4,86.5,250,824.53,16.8,62.4,20.8,83.2,247,818.19,22.7,64.4,13.0,77.3,256,818.27,34.8,41.8,23.4,65.2,256,816.14,39.8,30.9,29.3,60.2,11,11th,
7102352,PAULDING COUNTY,HERSCHEL JONE,224,828.54,6.3,76.3,17.4,93.8,222,839.26,5.9,53.6,40.5,94.1,226,836.41,11.5,55.3,33.2,88.5,226,836.91,12.4,51.8,35.8,87.6,226,847.50,15.0,35.0,50.0,85.0,11,11th,
7110191,PEACH COUNTY,FORT VALLEY M,149,819.28,12.8,77.9,9.4,87.2,149,830.08,6.7,67.8,25.5,93.3,149,823.79,16.1,66.4,17.4,83.9,149,828.41,16.8,57.7,25.5,83.2,146,817.14,35.6,45.2,19.2,64.4,8,2nd,
7110197,PEACH COUNTY,BYRON MIDDLE,134,827.68,9.0,71.6,19.4,91.0,134,838.48,5.2,59.7,35.1,94.8,134,835.54,6.7,63.4,29.9,93.3,134,832.09,16.4,57.5,26.1,83.6,134,838.60,19.4,36.6,44.0,80.6,8,2nd,
7120189,PICKENS COUNTY,PICKENS CO MI,170,831.50,8.8,68.8,22.4,91.2,167,841.38,6.6,51.5,41.9,93.4,161,843.64,4.3,55.9,39.8,95.7,174,836.99,16.1,46.0,37.9,83.9,174,839.07,22.4,35.1,42.5,77.6,9,9th,
7120403,PICKENS COUNTY,JASPER MIDDLE,178,834.70,9.6,60.1,30.3,90.4,180,841.75,9.4,47.8,42.8,90.6,178,840.65,11.8,48.3,39.9,88.2,183,841.08,17.5,38.8,43.7,82.5,183,853.46,18.0,27.9,54.1,82.0,9,9th,
7130197,PIERCE COUNTY,PIERCE CO MID,272,830.64,3.7,72.8,23.5,96.3,272,850.18,2.9,47.1,50.0,97.1,271,852.16,3.7,45.8,50.6,96.3,272,849.63,7.4,43.0,49.6,92.6,272,863.69,8.5,29.4,62.1,91.5,13,1st,
7140195,PIKE COUNTY,PIKE COUNTY M,292,834.69,4.8,66.8,28.4,95.2,292,844.17,4.1,50.0,45.9,95.9,287,848.02,2.4,53.3,44.3,97.6,295,846.05,8.8,42.4,48.8,91.2,294,849.05,15.6,34.4,50.0,84.4,5,3rd,
7150103,POLK COUNTY,CEDARTOWN MID,279,824.83,12.5,72.0,15.4,87.5,279,830.04,8.6,67.7,23.7,91.4,285,834.76,12.6,56.5,30.9,87.4,283,816.75,35.7,46.6,17.7,64.3,285,791.99,68.4,21.4,10.2,31.6,11,11th,
7150104,POLK COUNTY,ROCKMART MIDD,249,823.31,12.9,75.9,11.2,87.1,244,833.69,9.4,59.4,31.1,90.6,244,835.72,11.9,55.7,32.4,88.1,246,820.13,28.0,52.8,19.1,72.0,245,817.41,36.3,39.6,24.1,63.7,11,11th,
7150207,POLK COUNTY,HARPST ACADEM,8,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,9,      --,      --,      --,      --,      --,9,      --,      --,      --,      --,      --,8,      --,      --,      --,      --,      --,11,11th,
7160195,PULASKI COUNTY,PULASKI CO MI,101,828.42,11.9,62.4,25.7,88.1,101,841.76,9.9,43.6,46.5,90.1,101,830.50,19.8,53.5,26.7,80.2,102,828.98,26.5,46.1,27.5,73.5,102,839.94,22.5,30.4,47.1,77.5,6,8th,
7170111,PUTNAM COUNTY,PUTNAM MIDDLE,201,825.74,9.5,72.1,18.4,90.5,201,841.54,6.0,51.2,42.8,94.0,201,839.39,8.5,59.7,31.8,91.5,201,836.36,15.9,53.7,30.3,84.1,201,861.46,12.4,30.3,57.2,87.6,12,10th,
7180199,QUITMAN COUNTY,NEW QUITMAN C,25,820.76,8.0,88.0,4.0,92.0,25,831.04,4.0,80.0,16.0,96.0,25,813.76,12.0,88.0,0.0,88.0,27,814.07,25.9,70.4,3.7,74.1,27,793.74,66.7,25.9,7.4,33.3,2,2nd,
7190100,RABUN COUNTY,RABUN CO MIDD,174,832.71,7.5,66.7,25.9,92.5,174,839.72,6.3,51.1,42.5,93.7,171,843.37,5.8,51.5,42.7,94.2,173,850.54,10.4,34.1,55.5,89.6,174,863.15,11.5,23.6,64.9,88.5,14,10th,
7200101,RANDOLPH COUNTY,RANDOLPH MIDD,86,817.62,25.6,58.1,16.3,74.4,86,827.20,20.9,58.1,20.9,79.1,86,826.80,27.9,50.0,22.1,72.1,86,823.07,27.9,52.3,19.8,72.1,86,799.85,58.1,27.9,14.0,41.9,2,2nd,
7210103,RICHMOND COUNTY,FREEDOM PARK,51,831.14,5.9,68.6,25.5,94.1,51,835.04,5.9,64.7,29.4,94.1,51,829.24,13.7,58.8,27.5,86.3,51,831.51,17.6,47.1,35.3,82.4,51,812.88,35.3,43.1,21.6,64.7,1,10th,
7210107,RICHMOND COUNTY,LIGHTHOUSE CA,9,      --,      --,      --,      --,      --,9,      --,      --,      --,      --,      --,9,      --,      --,      --,      --,      --,9,      --,      --,      --,      --,      --,9,      --,      --,      --,      --,      --,1,10th,
7210114,RICHMOND COUNTY,PINE HILL MID,199,820.69,14.6,72.9,12.6,85.4,199,824.81,13.1,70.9,16.1,86.9,199,811.22,30.2,64.3,5.5,69.8,204,819.71,27.5,52.9,19.6,72.5,203,826.49,28.1,38.4,33.5,71.9,1,12th,
7210115,RICHMOND COUNTY,WS HORNSBY,118,809.37,33.9,64.4,1.7,66.1,122,816.00,23.8,67.2,9.0,76.2,121,809.22,37.2,54.5,8.3,62.8,122,804.38,46.7,45.9,7.4,53.3,122,778.25,82.8,16.4,0.8,17.2,1,12th,
7210184,RICHMOND COUNTY,MORGAN ROAD M,200,816.00,20.0,75.0,5.0,80.0,199,822.68,13.1,74.9,12.1,86.9,199,814.57,28.6,59.8,11.6,71.4,201,813.12,35.3,52.2,12.4,64.7,201,800.06,48.8,42.8,8.5,51.2,1,12th,
7210190,RICHMOND COUNTY,COLLINS ELEME,41,813.07,19.5,73.2,7.3,80.5,41,824.78,7.3,78.0,14.6,92.7,41,806.00,29.3,68.3,2.4,70.7,42,801.57,47.6,45.2,7.1,52.4,41,789.88,68.3,24.4,7.3,31.7,1,12th,
7210197,RICHMOND COUNTY,GLENN HILLS M,186,810.34,26.3,70.4,3.2,73.7,187,819.86,16.0,71.1,12.8,84.0,187,804.36,39.0,58.3,2.7,61.0,189,801.43,46.6,48.1,5.3,53.4,183,804.83,48.1,36.1,15.8,51.9,1,12th,
7210390,RICHMOND COUNTY,SPIRIT CREEK,146,815.22,19.9,75.3,4.8,80.1,145,824.71,12.4,75.2,12.4,87.6,144,814.02,27.1,64.6,8.3,72.9,147,802.98,47.6,48.3,4.1,52.4,147,792.86,59.2,36.1,4.8,40.8,1,12th,
7211058,RICHMOND COUNTY,LANGFORD MIDD,205,817.12,16.6,78.5,4.9,83.4,202,823.28,15.3,70.8,13.9,84.7,203,817.22,23.2,65.5,11.3,76.8,209,812.97,31.6,57.9,10.5,68.4,208,795.91,61.1,31.3,7.7,38.9,1,10th,
7211064,RICHMOND COUNTY,WALKER TRADIT,72,841.58,0.0,69.4,30.6,100.0,72,852.72,0.0,43.1,56.9,100.0,72,840.56,4.2,65.3,30.6,95.8,72,860.08,0.0,36.1,63.9,100.0,72,827.44,9.7,72.2,18.1,90.3,1,10th,
7211156,RICHMOND COUNTY,HEPHZIBAH MID,153,821.41,11.8,77.1,11.1,88.2,153,827.85,12.4,65.4,22.2,87.6,153,825.95,15.7,66.7,17.6,84.3,155,823.25,24.5,52.9,22.6,75.5,155,797.50,54.8,40.6,4.5,45.2,1,12th,
7213062,RICHMOND COUNTY,SEGO MIDDLE S,249,813.94,24.9,68.7,6.4,75.1,248,819.80,21.0,68.5,10.5,79.0,247,818.48,29.6,52.2,18.2,70.4,246,806.33,40.7,51.2,8.1,59.3,245,796.33,58.8,32.7,8.6,41.2,1,12th,
7213556,RICHMOND COUNTY,JOHNSON MAGNE,104,847.63,0.0,46.2,53.8,100.0,104,865.84,0.0,17.3,82.7,100.0,104,866.97,0.0,22.1,77.9,100.0,104,862.85,0.0,31.7,68.3,100.0,104,875.96,0.0,20.2,79.8,100.0,1,10th,
7214562,RICHMOND COUNTY,DAVIDSON MAGN,108,857.45,0.0,28.7,71.3,100.0,108,873.50,0.0,3.7,96.3,100.0,108,870.48,0.0,12.0,88.0,100.0,108,873.46,0.0,18.5,81.5,100.0,108,871.48,0.0,16.7,83.3,100.0,1,10th,
7215058,RICHMOND COUNTY,MURPHEY MIDDL,138,812.36,23.2,74.6,2.2,76.8,159,822.01,18.2,67.9,13.8,81.8,156,820.47,19.2,70.5,10.3,80.8,158,804.75,46.2,44.3,9.5,53.8,158,784.63,73.4,19.0,7.6,26.6,1,12th,
7215564,RICHMOND COUNTY,TUTT MIDDLE S,180,823.08,12.8,76.1,11.1,87.2,180,827.83,11.1,67.8,21.1,88.9,178,826.41,14.6,62.9,22.5,85.4,181,818.44,24.9,61.3,13.8,75.1,181,801.35,53.0,36.5,10.5,47.0,1,10th,
7220107,ROCKDALE COUNTY,GENERAL RAY D,283,836.15,2.5,65.7,31.8,97.5,284,846.42,2.5,47.2,50.4,97.5,281,843.12,2.5,60.5,37.0,97.5,286,846.63,8.4,41.3,50.3,91.6,286,855.52,12.9,27.3,59.8,87.1,7,3rd,
7220278,ROCKDALE COUNTY,CONYERS MIDDL,340,828.12,7.4,73.2,19.4,92.6,341,840.39,5.3,56.9,37.8,94.7,333,836.80,9.6,56.8,33.6,90.4,339,835.33,12.4,53.7,33.9,87.6,339,838.33,18.0,42.2,39.8,82.0,7,4th,
7220294,ROCKDALE COUNTY,MEMORIAL MIDD,261,826.25,8.8,77.0,14.2,91.2,257,839.12,3.1,59.9,37.0,96.9,248,829.57,11.7,65.3,23.0,88.3,264,825.30,19.3,60.6,20.1,80.7,264,837.97,20.5,38.3,41.3,79.5,7,4th,
7220378,ROCKDALE COUNTY,EDWARDS MIDDL,296,829.70,7.1,70.6,22.3,92.9,296,838.37,4.7,62.8,32.4,95.3,287,834.01,8.7,67.6,23.7,91.3,302,835.26,17.2,47.4,35.4,82.8,301,844.51,18.3,34.2,47.5,81.7,7,4th,
7230101,SCHLEY COUNTY,SCHLEY MIDDLE,105,834.37,3.8,72.4,23.8,96.2,105,846.50,2.9,43.8,53.3,97.1,105,848.70,3.8,46.7,49.5,96.2,106,860.25,5.7,29.2,65.1,94.3,106,840.58,15.1,34.9,50.0,84.9,2,2nd,
7240197,SCREVEN COUNTY,SCREVEN CO MI,195,822.24,12.8,68.7,18.5,87.2,196,833.06,11.2,59.7,29.1,88.8,195,829.87,14.4,59.0,26.7,85.6,198,819.61,34.8,41.4,23.7,65.2,196,819.42,40.8,29.6,29.6,59.2,4,12th,
7250196,SEMINOLE COUNTY,SEMINOLE CO M,128,822.12,15.6,71.9,12.5,84.4,126,841.77,7.1,48.4,44.4,92.9,128,835.70,8.6,60.9,30.5,91.4,128,830.09,13.3,57.0,29.7,86.7,128,802.40,48.4,40.6,10.9,51.6,15,2nd,
7260106,SPALDING COUNTY,CARVER ROAD M,167,819.13,17.4,70.1,12.6,82.6,166,830.56,12.0,61.4,26.5,88.0,165,817.25,26.7,61.2,12.1,73.3,168,814.17,32.1,52.4,15.5,67.9,168,802.69,47.0,39.9,13.1,53.0,5,3rd,
7260107,SPALDING COUNTY,KENNEDY ROAD,163,821.36,14.7,72.4,12.9,85.3,164,830.74,11.0,65.9,23.2,89.0,163,826.80,14.1,64.4,21.5,85.9,161,815.37,36.0,47.2,16.8,64.0,160,792.71,66.3,28.1,5.6,33.8,5,3rd,
7260110,SPALDING COUNTY,REHOBOTH ROAD,238,828.14,8.0,72.7,19.3,92.0,237,842.23,4.6,53.6,41.8,95.4,235,835.49,6.8,63.0,30.2,93.2,240,836.60,17.1,47.5,35.4,82.9,239,833.16,25.1,36.8,38.1,74.9,5,3rd,
7260201,SPALDING COUNTY,COWAN ROAD MI,179,820.79,10.6,79.9,9.5,89.4,180,830.14,9.4,65.0,25.6,90.6,180,823.86,20.0,60.0,20.0,80.0,187,818.18,29.4,52.9,17.6,70.6,187,810.34,42.2,42.2,15.5,57.8,5,3rd,
7270104,STEPHENS COUNTY,STEPHENS CO M,303,833.15,4.6,70.0,25.4,95.4,304,848.72,3.0,46.4,50.7,97.0,294,843.97,1.4,56.8,41.8,98.6,310,848.71,8.7,41.9,49.4,91.3,310,875.96,5.2,23.2,71.6,94.8,14,10th,
7280101,STEWART COUNTY,STEWART CO MI,38,817.95,10.5,81.6,7.9,89.5,38,835.26,7.9,57.9,34.2,92.1,38,833.63,5.3,78.9,15.8,94.7,38,817.45,34.2,42.1,23.7,65.8,38,819.16,39.5,31.6,28.9,60.5,2,2nd,
7290190,SUMTER COUNTY,SUMTER CO MID,227,819.12,15.4,72.2,12.3,84.6,225,831.41,10.7,66.2,23.1,89.3,225,825.56,14.7,64.9,20.4,85.3,230,817.00,38.3,43.5,18.3,61.7,230,812.03,47.8,31.7,20.4,52.2,2,2nd,
7290595,SUMTER COUNTY,STALEY MIDDLE,133,813.92,21.8,69.2,9.0,78.2,132,826.53,9.1,70.5,20.5,90.9,132,816.52,27.3,59.8,12.9,72.7,134,807.90,52.2,34.3,13.4,47.8,134,821.69,38.8,30.6,30.6,61.2,2,2nd,
7300190,TALBOT COUNTY,CENTRAL ELEME,51,815.96,17.6,72.5,9.8,82.4,51,818.98,23.5,62.7,13.7,76.5,51,807.63,33.3,56.9,9.8,66.7,51,812.80,39.2,45.1,15.7,60.8,50,783.18,72.0,28.0,0.0,28.0,2,2nd,
7310102,TALIAFERRO COUNTY,TALIAFERRO SC,11,813.55,36.4,63.6,0.0,63.6,11,830.82,18.2,36.4,45.5,81.8,11,812.45,27.3,63.6,9.1,72.7,11,818.82,18.2,72.7,9.1,81.8,11,786.91,72.7,27.3,0.0,27.3,1,12th,
7320101,TATTNALL COUNTY,REIDSVILLE MI,108,824.51,13.0,72.2,14.8,87.0,107,836.10,5.6,57.0,37.4,94.4,105,834.27,7.6,62.9,29.5,92.4,109,830.72,17.4,47.7,34.9,82.6,110,812.04,40.0,44.5,15.5,60.0,4,12th,
7320201,TATTNALL COUNTY,GLENNVILLE MI,98,832.31,6.1,64.3,29.6,93.9,99,850.04,5.1,47.5,47.5,94.9,98,837.74,10.2,56.1,33.7,89.8,100,845.59,9.0,38.0,53.0,91.0,100,836.95,20.0,38.0,42.0,80.0,4,12th,
7320401,TATTNALL COUNTY,COLLINS MIDDL,56,823.25,14.3,67.9,17.9,85.7,57,831.07,10.5,64.9,24.6,89.5,57,825.49,15.8,63.2,21.1,84.2,59,823.80,23.7,57.6,18.6,76.3,59,842.71,20.3,25.4,54.2,79.7,4,12th,
7330107,TAYLOR COUNTY,GEORGIA CENTE,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,2nd,
7330205,TAYLOR COUNTY,TAYLOR CO MID,100,825.90,13.0,69.0,18.0,87.0,100,838.42,14.0,46.0,40.0,86.0,100,832.32,14.0,61.0,25.0,86.0,103,830.84,22.3,43.7,34.0,77.7,103,814.20,30.1,50.5,19.4,69.9,2,2nd,
7340101,TELFAIR COUNTY,TELFAIR CO MI,101,826.32,7.9,76.2,15.8,92.1,101,844.30,7.9,49.5,42.6,92.1,100,842.26,9.0,48.0,43.0,91.0,102,836.23,16.7,47.1,36.3,83.3,101,811.06,38.6,40.6,20.8,61.4,6,1st,
7350109,TERRELL COUNTY,TERRELL MIDDL,107,816.35,18.7,76.6,4.7,81.3,109,830.44,7.3,65.1,27.5,92.7,110,816.67,21.8,70.0,8.2,78.2,109,816.54,24.8,64.2,11.0,75.2,109,794.72,58.7,36.7,4.6,41.3,15,2nd,
7360205,THOMAS COUNTY,THOMAS CO MID,391,828.98,9.5,66.5,24.0,90.5,389,839.07,5.7,56.8,37.5,94.3,391,832.42,10.2,64.2,25.6,89.8,391,841.01,10.2,49.9,39.9,89.8,390,850.69,13.3,33.8,52.8,86.7,15,2nd,
7370299,TIFT COUNTY,EIGHTH STREET,589,826.74,10.7,69.1,20.2,89.3,589,836.29,8.1,56.5,35.3,91.9,585,834.48,10.3,61.2,28.5,89.7,596,829.78,23.7,44.0,32.4,76.3,594,832.84,26.9,34.7,38.4,73.1,3,8th,
7380103,TOOMBS COUNTY,TOOMBS CO MID,235,825.57,10.2,74.5,15.3,89.8,234,835.00,6.0,64.1,29.9,94.0,232,819.17,14.7,76.3,9.1,85.3,238,819.07,24.4,59.2,16.4,75.6,237,808.81,40.9,45.6,13.5,59.1,4,12th,
7390104,TOWNS COUNTY,TOWNS CO MIDD,88,833.91,1.1,73.9,25.0,98.9,88,845.31,0.0,55.7,44.3,100.0,88,841.88,6.8,60.2,33.0,93.2,89,851.01,4.5,42.7,52.8,95.5,89,850.66,13.5,32.6,53.9,86.5,14,10th,
7403050,TREUTLEN COUNTY,TREUTLEN MIDD,95,822.73,8.4,82.1,9.5,91.6,95,833.00,5.3,63.2,31.6,94.7,95,829.13,14.7,62.1,23.2,85.3,95,817.48,25.3,61.1,13.7,74.7,95,799.67,56.8,32.6,10.5,43.2,6,12th,
7410191,TROUP COUNTY,GARDNER NEWMA,337,831.77,6.8,69.4,23.7,93.2,329,840.50,6.1,53.2,40.7,93.9,334,839.39,8.7,56.9,34.4,91.3,340,843.20,16.8,36.5,46.8,83.2,336,836.78,24.1,35.4,40.5,75.9,16,3rd,
7410204,TROUP COUNTY,CALLAWAY MIDD,192,822.72,15.1,68.2,16.7,84.9,190,827.84,12.6,65.3,22.1,87.4,191,827.37,23.0,53.4,23.6,77.0,193,831.94,22.3,44.0,33.7,77.7,192,824.66,29.7,39.1,31.3,70.3,16,3rd,
7410207,TROUP COUNTY,BRADFIELD CEN,6,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,16,3rd,
7410297,TROUP COUNTY,LONG CANE MID,294,827.94,9.9,70.4,19.7,90.1,292,837.03,9.6,52.7,37.7,90.4,286,839.22,10.1,51.7,38.1,89.9,299,833.40,20.7,45.2,34.1,79.3,299,839.86,23.1,30.1,46.8,76.9,16,3rd,
7410697,TROUP COUNTY,WEST SIDE MAG,67,839.13,0.0,64.2,35.8,100.0,67,850.12,0.0,49.3,50.7,100.0,67,852.33,4.5,44.8,50.7,95.5,67,862.43,1.5,35.8,62.7,98.5,67,860.79,6.0,26.9,67.2,94.0,16,3rd,
7420190,TURNER COUNTY,TURNER CO MID,114,817.58,21.9,67.5,10.5,78.1,114,830.69,12.3,61.4,26.3,87.7,114,825.60,18.4,63.2,18.4,81.6,117,819.85,31.6,45.3,23.1,68.4,117,824.28,35.9,33.3,30.8,64.1,3,2nd,
7421050,TURNER COUNTY,TURNER CO SPE,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,3,2nd,
7430207,TWIGGS COUNTY,TWIGGS MIDDLE,61,814.41,27.9,62.3,9.8,72.1,61,824.38,16.4,57.4,26.2,83.6,62,819.44,25.8,56.5,17.7,74.2,64,807.70,39.1,50.0,10.9,60.9,64,805.17,50.0,35.9,14.1,50.0,8,8th,
7440108,UNION COUNTY,UNION CO MIDD,191,835.43,5.8,63.9,30.4,94.2,191,840.06,3.7,56.5,39.8,96.3,190,841.67,3.7,56.8,39.5,96.3,193,839.82,11.9,48.7,39.4,88.1,193,843.55,20.2,31.6,48.2,79.8,14,9th,
7443050,UNION COUNTY,WOODY GAP HIG,7,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,14,9th,
