Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA code,Congressional District
6220100,CARROLL COUNTY,SHARP CREEK E,96,828.43,14.6,53.1,32.3,85.4,98,826.92,12.2,67.3,20.4,87.8,101,836.35,17.8,45.5,36.6,82.2,102,814.65,40.2,32.4,27.5,59.8,101,811.51,36.6,47.5,15.8,63.4,16,11th
6220115,CARROLL COUNTY,PROVIDENCE EL,60,834.43,6.7,63.3,30.0,93.3,62,844.98,4.8,56.5,38.7,95.2,61,835.69,11.5,55.7,32.8,88.5,62,855.85,9.7,32.3,58.1,90.3,62,843.60,12.9,41.9,45.2,87.1,16,11th
6220176,CARROLL COUNTY,MOUNT ZION EL,77,832.30,3.9,67.5,28.6,96.1,78,836.63,6.4,62.8,30.8,93.6,77,844.44,5.2,46.8,48.1,94.8,79,839.41,11.4,41.8,46.8,88.6,79,824.29,22.8,50.6,26.6,77.2,16,11th
6220377,CARROLL COUNTY,ROOPVILLE ELE,58,836.71,1.7,63.8,34.5,98.3,59,839.95,5.1,59.3,35.6,94.9,56,842.93,7.1,50.0,42.9,92.9,59,857.49,6.8,33.9,59.3,93.2,59,838.27,11.9,50.8,37.3,88.1,16,3rd
6220405,CARROLL COUNTY,ITHICA ELEMEN,93,837.98,3.2,55.9,40.9,96.8,92,848.27,2.2,48.9,48.9,97.8,90,840.12,11.1,54.4,34.4,88.9,93,864.57,5.4,24.7,69.9,94.6,93,837.96,7.5,51.6,40.9,92.5,16,11th
6220477,CARROLL COUNTY,WHITESBURG EL,68,827.81,16.2,52.9,30.9,83.8,69,834.12,13.0,56.5,30.4,87.0,67,825.60,20.9,47.8,31.3,79.1,69,818.42,31.9,44.9,23.2,68.1,69,831.77,18.8,53.6,27.5,81.2,16,3rd
6220605,CARROLL COUNTY,GLANTON HINDS,103,831.39,7.8,69.9,22.3,92.2,106,838.30,8.5,56.6,34.9,91.5,103,845.38,6.8,40.8,52.4,93.2,108,838.31,16.7,39.8,43.5,83.3,108,815.55,30.6,57.4,12.0,69.4,16,11th
6220705,CARROLL COUNTY,VILLA RICA EL,68,828.53,7.4,67.6,25.0,92.6,69,831.99,14.5,60.9,24.6,85.5,69,843.29,10.1,49.3,40.6,89.9,73,829.36,26.0,43.8,30.1,74.0,73,815.30,32.9,50.7,16.4,67.1,16,11th
6221054,CARROLL COUNTY,TEMPLE ELEMEN,89,827.40,11.2,64.0,24.7,88.8,89,831.34,11.2,58.4,30.3,88.8,89,828.51,19.1,49.4,31.5,80.9,92,840.13,18.5,35.9,45.7,81.5,92,812.68,31.5,52.2,16.3,68.5,16,11th
6222050,CARROLL COUNTY,BOWDON ELEMEN,107,831.53,13.1,57.0,29.9,86.9,107,832.36,15.9,54.2,29.9,84.1,109,826.41,20.2,48.6,31.2,79.8,109,833.21,22.9,33.9,43.1,77.1,109,820.41,29.4,50.5,20.2,70.6,16,3rd
6225050,CARROLL COUNTY,CENTRAL ELEME,122,837.25,9.0,52.5,38.5,91.0,126,838.05,7.1,55.6,37.3,92.9,121,838.52,19.0,35.5,45.5,81.0,126,851.28,12.7,28.6,58.7,87.3,125,837.70,13.6,44.0,42.4,86.4,16,3rd
6225052,CARROLL COUNTY,SAND HILL ELE,106,834.87,4.7,62.3,33.0,95.3,107,837.62,5.6,59.8,34.6,94.4,108,837.75,13.0,49.1,38.0,87.0,111,840.56,19.8,34.2,45.9,80.2,110,832.93,15.5,58.2,26.4,84.5,16,11th
6230103,CATOOSA COUNTY,BATTLEFIELD E,166,827.48,9.0,66.9,24.1,91.0,164,830.95,7.9,68.9,23.2,92.1,164,830.88,11.6,61.6,26.8,88.4,165,824.26,27.9,38.8,33.3,72.1,166,821.31,27.1,52.4,20.5,72.9,11,9th
6230105,CATOOSA COUNTY,WOODSTATION E,80,837.55,2.5,56.3,41.3,97.5,79,841.68,5.1,57.0,38.0,94.9,80,838.81,11.3,47.5,41.3,88.8,84,834.54,16.7,51.2,32.1,83.3,84,826.44,23.8,47.6,28.6,76.2,11,9th
6230185,CATOOSA COUNTY,TIGER CREEK E,81,834.43,9.9,50.6,39.5,90.1,81,844.15,7.4,48.1,44.4,92.6,80,826.66,17.5,57.5,25.0,82.5,83,821.86,27.7,47.0,25.3,72.3,82,812.78,30.5,56.1,13.4,69.5,11,9th
6231050,CATOOSA COUNTY,BOYNTON ELEME,99,846.00,2.0,43.4,54.5,98.0,98,850.50,1.0,43.9,55.1,99.0,96,861.01,3.1,33.3,63.5,96.9,100,839.56,9.0,50.0,41.0,91.0,100,820.95,20.0,67.0,13.0,80.0,11,9th
6231054,CATOOSA COUNTY,WEST SIDE ELE,88,821.63,22.7,58.0,19.3,77.3,88,827.06,13.6,63.6,22.7,86.4,89,816.67,33.7,47.2,19.1,66.3,91,798.71,48.4,38.5,13.2,51.6,91,798.41,57.1,40.7,2.2,42.9,11,9th
6233050,CATOOSA COUNTY,CLOUD SPRINGS,53,831.36,5.7,67.9,26.4,94.3,51,837.16,3.9,60.8,35.3,96.1,51,823.92,21.6,56.9,21.6,78.4,54,814.72,27.8,55.6,16.7,72.2,54,802.67,42.6,53.7,3.7,57.4,11,9th
6233052,CATOOSA COUNTY,RINGGOLD ELEM,169,834.57,5.9,63.9,30.2,94.1,166,836.56,2.4,67.5,30.1,97.6,164,830.88,16.5,51.8,31.7,83.5,173,834.42,14.5,47.4,38.2,85.5,171,824.96,17.5,61.4,21.1,82.5,11,9th
6235050,CATOOSA COUNTY,GRAYSVILLE EL,90,842.31,3.3,52.2,44.4,96.7,90,843.68,4.4,51.1,44.4,95.6,89,842.83,3.4,51.7,44.9,96.6,94,837.37,12.8,42.6,44.7,87.2,93,834.76,8.6,50.5,40.9,91.4,11,9th
6240112,CHARLTON COUNTY,BETHUNE MIDDL,128,820.61,20.3,64.8,14.8,79.7,128,824.16,14.8,69.5,15.6,85.2,129,824.30,16.3,65.1,18.6,83.7,131,812.64,38.2,39.7,22.1,61.8,131,806.55,44.3,48.9,6.9,55.7,13,1st
6244050,CHARLTON COUNTY,ST GEORGE EL,26,832.73,7.7,61.5,30.8,92.3,27,837.44,7.4,55.6,37.0,92.6,26,822.04,30.8,46.2,23.1,69.2,28,833.14,17.9,50.0,32.1,82.1,28,833.86,7.1,57.1,35.7,92.9,13,1st
6250107,CHATHAM COUNTY,UHS OF SAVANN,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,4,12th
6250191,CHATHAM COUNTY,EAST BROAD ST,78,811.26,32.1,59.0,9.0,67.9,76,820.58,22.4,67.1,10.5,77.6,73,818.71,23.3,60.3,16.4,76.7,85,797.24,50.6,42.4,7.1,49.4,85,798.24,60.0,34.1,5.9,40.0,4,12th
6250192,CHATHAM COUNTY,GARRISON ELEM,80,849.44,1.3,38.8,60.0,98.8,80,848.38,0.0,56.3,43.8,100.0,80,847.18,2.5,50.0,47.5,97.5,80,856.74,8.8,42.5,48.8,91.3,80,834.45,7.5,60.0,32.5,92.5,4,12th
6250194,CHATHAM COUNTY,GEORGETOWN EL,76,839.38,10.5,44.7,44.7,89.5,76,840.86,6.6,57.9,35.5,93.4,74,831.96,17.6,54.1,28.4,82.4,79,828.78,22.8,41.8,35.4,77.2,78,822.49,28.2,51.3,20.5,71.8,4,1st
6250197,CHATHAM COUNTY,GARDEN CITY E,103,817.84,24.3,60.2,15.5,75.7,103,820.97,17.5,70.9,11.7,82.5,102,810.15,29.4,61.8,8.8,70.6,108,802.47,44.4,42.6,13.0,55.6,108,801.96,54.6,39.8,5.6,45.4,4,12th
6250200,CHATHAM COUNTY,W CHATHAM ELE,123,826.47,13.0,65.0,22.0,87.0,123,832.12,9.8,69.1,21.1,90.2,123,812.28,30.1,56.9,13.0,69.9,123,817.08,28.5,48.8,22.8,71.5,123,812.85,30.9,57.7,11.4,69.1,4,12th
6250211,CHATHAM COUNTY,GODLEY STATIO,120,832.82,12.5,52.5,35.0,87.5,120,838.79,5.8,60.0,34.2,94.2,120,830.08,18.3,50.8,30.8,81.7,119,826.59,25.2,40.3,34.5,74.8,119,825.49,28.6,43.7,27.7,71.4,4,
6250298,CHATHAM COUNTY,MARSHPOINT EL,141,844.04,2.1,51.8,46.1,97.9,141,846.41,2.1,48.9,48.9,97.9,139,850.76,3.6,37.4,59.0,96.4,143,850.22,9.1,35.7,55.2,90.9,143,846.99,9.8,35.7,54.5,90.2,4,1st
6250300,CHATHAM COUNTY,SOUTHWEST ELE,121,834.38,4.1,64.5,31.4,95.9,121,834.36,7.4,65.3,27.3,92.6,120,836.26,10.0,58.3,31.7,90.0,122,814.83,25.4,60.7,13.9,74.6,122,801.61,50.0,48.4,1.6,50.0,4,1st
6250511,CHATHAM COUNTY,SHUMAN ELEMEN,102,821.25,13.7,69.6,16.7,86.3,101,826.20,11.9,71.3,16.8,88.1,100,817.47,23.0,63.0,14.0,77.0,107,801.06,45.8,45.8,8.4,54.2,107,795.69,56.1,42.1,1.9,43.9,4,12th
6251052,CHATHAM COUNTY,BARTOW ELEMEN,136,816.85,25.0,61.8,13.2,75.0,138,821.36,21.0,65.9,13.0,79.0,135,808.03,40.7,47.4,11.9,59.3,143,790.50,63.6,29.4,7.0,36.4,143,792.94,67.8,30.1,2.1,32.2,4,12th
6251056,CHATHAM COUNTY,GADSDEN ELEME,71,822.56,14.1,64.8,21.1,85.9,70,827.19,12.9,71.4,15.7,87.1,70,826.39,22.9,47.1,30.0,77.1,72,807.83,33.3,55.6,11.1,66.7,72,802.53,54.2,38.9,6.9,45.8,4,12th
6251058,CHATHAM COUNTY,HEARD ELEMENT,69,842.86,4.3,50.7,44.9,95.7,69,837.96,5.8,63.8,30.4,94.2,68,830.63,10.3,63.2,26.5,89.7,69,840.20,14.5,44.9,40.6,85.5,69,825.97,18.8,59.4,21.7,81.2,4,12th
6251060,CHATHAM COUNTY,HOWARD ELEMEN,106,840.76,1.9,54.7,43.4,98.1,106,845.06,0.9,57.5,41.5,99.1,105,845.88,3.8,52.4,43.8,96.2,111,850.00,8.1,37.8,54.1,91.9,107,833.75,13.1,51.4,35.5,86.9,4,1st
6251070,CHATHAM COUNTY,WHITE BLUFF E,97,824.13,14.4,63.9,21.6,85.6,96,830.38,10.4,68.8,20.8,89.6,95,821.13,18.9,62.1,18.9,81.1,98,816.92,33.7,41.8,24.5,66.3,98,807.95,37.8,56.1,6.1,62.2,4,12th
6252056,CHATHAM COUNTY,GOULD ELEMENT,107,825.12,15.9,64.5,19.6,84.1,105,829.73,6.7,73.3,20.0,93.3,104,825.73,14.4,62.5,23.1,85.6,109,812.83,33.0,50.5,16.5,67.0,109,814.78,32.1,55.0,12.8,67.9,4,12th
6252062,CHATHAM COUNTY,LARGO TIBET E,101,822.52,15.8,63.4,20.8,84.2,100,830.12,13.0,64.0,23.0,87.0,94,832.94,14.9,50.0,35.1,85.1,106,810.20,36.8,41.5,21.7,63.2,106,813.96,33.0,49.1,17.9,67.0,4,12th
6252068,CHATHAM COUNTY,SPENCER ELEME,85,816.40,15.3,77.6,7.1,84.7,84,825.85,9.5,77.4,13.1,90.5,82,813.63,30.5,54.9,14.6,69.5,91,795.59,50.5,44.0,5.5,49.5,90,792.46,66.7,33.3,0.0,33.3,4,12th
6252069,CHATHAM COUNTY,THUNDERBOLT E,52,827.42,9.6,69.2,21.2,90.4,52,832.46,3.8,71.2,25.0,96.2,49,818.96,16.3,69.4,14.3,83.7,54,813.93,29.6,57.4,13.0,70.4,54,803.37,42.6,51.9,5.6,57.4,4,12th
6253060,CHATHAM COUNTY,ISLE OF HOPE,73,824.99,17.8,61.6,20.5,82.2,73,837.29,6.8,58.9,34.2,93.2,73,820.66,26.0,50.7,23.3,74.0,76,847.04,14.5,36.8,48.7,85.5,76,815.01,36.8,48.7,14.5,63.2,4,1st
6253062,CHATHAM COUNTY,LOW ELEMENTAR,94,822.88,8.5,76.6,14.9,91.5,93,830.54,10.8,69.9,19.4,89.2,91,831.49,9.9,61.5,28.6,90.1,96,813.42,30.2,56.3,13.5,69.8,95,802.98,44.2,49.5,6.3,55.8,4,12th
6253064,CHATHAM COUNTY,POOLER ELEMEN,60,834.42,11.7,51.7,36.7,88.3,58,837.48,6.9,62.1,31.0,93.1,58,828.00,17.2,55.2,27.6,82.8,62,833.52,19.4,41.9,38.7,80.6,62,821.56,21.0,64.5,14.5,79.0,4,12th
6254052,CHATHAM COUNTY,BLOOMINGDALE,53,827.85,15.1,54.7,30.2,84.9,53,827.75,7.5,84.9,7.5,92.5,53,816.26,17.0,69.8,13.2,83.0,56,815.18,32.1,53.6,14.3,67.9,55,806.56,49.1,43.6,7.3,50.9,4,12th
6254054,CHATHAM COUNTY,ELLIS ELEMENT,37,837.43,2.7,59.5,37.8,97.3,36,842.67,0.0,63.9,36.1,100.0,36,824.92,5.6,80.6,13.9,94.4,38,819.61,36.8,42.1,21.1,63.2,38,815.76,34.2,55.3,10.5,65.8,4,12th
6254056,CHATHAM COUNTY,HAVEN ELEMENT,68,815.69,20.6,72.1,7.4,79.4,69,822.00,10.1,84.1,5.8,89.9,67,809.76,29.9,67.2,3.0,70.1,71,795.59,50.7,47.9,1.4,49.3,71,792.86,66.2,33.8,0.0,33.8,4,12th
6254058,CHATHAM COUNTY,HESSE ELEMENT,123,836.89,8.1,50.4,41.5,91.9,121,843.53,6.6,50.4,43.0,93.4,122,839.48,9.8,47.5,42.6,90.2,123,833.47,17.1,43.1,39.8,82.9,123,825.35,22.0,53.7,24.4,78.0,4,1st
6254068,CHATHAM COUNTY,PORT WENTWORT,54,826.15,13.0,64.8,22.2,87.0,52,831.00,11.5,59.6,28.8,88.5,54,838.15,7.4,50.0,42.6,92.6,60,809.18,38.3,46.7,15.0,61.7,57,810.60,31.6,59.6,8.8,68.4,4,12th
6254070,CHATHAM COUNTY,WINDSOR FOR E,76,831.71,9.2,59.2,31.6,90.8,77,833.58,1.3,76.6,22.1,98.7,77,840.16,7.8,46.8,45.5,92.2,80,822.56,26.3,43.8,30.0,73.8,77,818.55,29.9,53.2,16.9,70.1,4,1st
6255052,CHATHAM COUNTY,BUTLER ELEMEN,108,824.05,13.9,68.5,17.6,86.1,108,832.20,3.7,76.9,19.4,96.3,106,831.79,9.4,61.3,29.2,90.6,112,811.40,32.1,51.8,16.1,67.9,112,804.30,43.8,52.7,3.6,56.3,4,12th
6255058,CHATHAM COUNTY,HODGE ELEMENT,60,816.98,16.7,71.7,11.7,83.3,61,825.74,11.5,70.5,18.0,88.5,59,825.59,16.9,59.3,23.7,83.1,62,808.00,41.9,40.3,17.7,58.1,62,799.16,56.5,33.9,9.7,43.5,4,12th
6255064,CHATHAM COUNTY,PULASKI ELEME,75,824.35,10.7,70.7,18.7,89.3,74,826.91,12.2,70.3,17.6,87.8,72,829.33,15.3,52.8,31.9,84.7,77,810.96,36.4,46.8,16.9,63.6,76,802.87,47.4,48.7,3.9,52.6,4,12th
6255066,CHATHAM COUNTY,JACOB G SMIT,53,841.36,9.4,47.2,43.4,90.6,53,845.21,0.0,67.9,32.1,100.0,53,835.19,9.4,54.7,35.8,90.6,55,833.73,16.4,40.0,43.6,83.6,55,833.75,21.8,38.2,40.0,78.2,4,12th
6260101,CHATTAHOOCHEE COUNTY,CHATTAHOO EDU,48,828.13,12.5,60.4,27.1,87.5,47,844.85,6.4,53.2,40.4,93.6,48,841.08,10.4,52.1,37.5,89.6,48,851.81,10.4,43.8,45.8,89.6,48,843.65,6.3,56.3,37.5,93.8,2,2nd
6270106,CHATTOOGA COUNTY,LEROY MASSEY,133,828.20,12.8,61.7,25.6,87.2,132,823.67,15.2,72.0,12.9,84.8,131,824.05,15.3,65.6,19.1,84.7,140,820.86,26.4,48.6,25.0,73.6,140,805.25,42.9,50.0,7.1,57.1,11,11th
6272050,CHATTOOGA COUNTY,LYERLY ELEMEN,45,828.67,15.6,46.7,37.8,84.4,45,833.47,17.8,48.9,33.3,82.2,44,820.34,34.1,40.9,25.0,65.9,45,814.91,35.6,37.8,26.7,64.4,44,801.59,52.3,36.4,11.4,47.7,11,11th
6273050,CHATTOOGA COUNTY,MENLO ELEMENT,40,829.45,12.5,60.0,27.5,87.5,40,821.15,20.0,65.0,15.0,80.0,40,814.15,30.0,55.0,15.0,70.0,40,826.23,25.0,45.0,30.0,75.0,40,808.23,45.0,45.0,10.0,55.0,11,11th
6280101,CHEROKEE COUNTY,CARMEL ELEMEN,218,840.12,3.7,52.8,43.6,96.3,217,846.90,2.8,54.4,42.9,97.2,215,836.16,10.2,51.2,38.6,89.8,219,842.68,14.6,37.0,48.4,85.4,219,823.71,21.0,57.1,21.9,79.0,9,6th
6280104,CHEROKEE COUNTY,WOODSTOCK ELE,162,840.70,8.0,46.3,45.7,92.0,160,847.95,4.4,45.0,50.6,95.6,160,831.08,11.3,60.0,28.8,88.8,165,839.02,18.8,33.3,47.9,81.2,165,828.33,18.2,52.1,29.7,81.8,9,6th
6280105,CHEROKEE COUNTY,WILLIAM G HA,84,829.77,8.3,64.3,27.4,91.7,84,837.18,7.1,57.1,35.7,92.9,85,831.85,20.0,48.2,31.8,80.0,87,821.32,27.6,44.8,27.6,72.4,87,814.32,33.3,51.7,14.9,66.7,9,6th
6280108,CHEROKEE COUNTY,AVERY ELEMENT,212,844.77,3.8,45.3,50.9,96.2,211,849.39,5.2,44.5,50.2,94.8,208,836.46,9.6,49.0,41.3,90.4,216,841.65,19.0,30.6,50.5,81.0,216,827.96,19.4,52.8,27.8,80.6,9,6th
6280182,CHEROKEE COUNTY,JOHNSTON ELEM,152,846.50,1.3,46.1,52.6,98.7,151,843.19,2.6,56.3,41.1,97.4,147,851.92,6.8,36.7,56.5,93.2,151,855.05,6.0,36.4,57.6,94.0,151,840.99,8.6,50.3,41.1,91.4,9,6th
6280190,CHEROKEE COUNTY,MOUNTAIN ROAD,81,846.49,4.9,37.0,58.0,95.1,80,844.16,2.5,60.0,37.5,97.5,80,839.81,8.8,47.5,43.8,91.3,82,842.71,15.9,32.9,51.2,84.1,82,835.55,14.6,45.1,40.2,85.4,9,6th
6280193,CHEROKEE COUNTY,SIXES ELEMENT,196,850.74,2.0,37.2,60.7,98.0,195,853.02,2.6,39.5,57.9,97.4,194,865.58,1.0,25.8,73.2,99.0,196,872.16,2.6,22.4,75.0,97.4,195,841.33,6.7,50.8,42.6,93.3,9,6th
6280198,CHEROKEE COUNTY,R M MOORE ELE,65,842.51,3.1,53.8,43.1,96.9,61,840.31,4.9,57.4,37.7,95.1,60,848.40,3.3,51.7,45.0,96.7,67,826.22,26.9,43.3,29.9,73.1,67,816.81,34.3,49.3,16.4,65.7,9,6th
6280199,CHEROKEE COUNTY,HOLLY SPRINGS,163,836.26,6.7,59.5,33.7,93.3,162,840.06,4.3,60.5,35.2,95.7,162,849.22,6.2,40.7,53.1,93.8,167,835.28,17.4,41.3,41.3,82.6,167,822.60,23.4,50.9,25.7,76.6,9,6th
6280201,CHEROKEE COUNTY,CHAPMAN INTER,570,841.75,6.8,46.1,47.0,93.2,565,846.72,5.7,42.7,51.7,94.3,561,840.87,10.0,48.8,41.2,90.0,575,852.54,14.8,25.4,59.8,85.2,575,839.24,15.3,41.6,43.1,84.7,9,6th
6280203,CHEROKEE COUNTY,LIBERTY ELEME,249,849.02,1.2,39.8,59.0,98.8,249,854.49,0.8,37.8,61.4,99.2,249,862.44,2.0,29.7,68.3,98.0,253,858.51,5.9,31.6,62.5,94.1,253,849.12,6.3,41.5,52.2,93.7,9,6th
6280309,CHEROKEE COUNTY,LITTLE RIVER,159,839.74,3.8,52.8,43.4,96.2,158,842.20,5.7,55.7,38.6,94.3,159,849.52,6.9,42.1,50.9,93.1,161,837.64,14.9,43.5,41.6,85.1,160,828.72,20.6,48.8,30.6,79.4,9,6th
6280397,CHEROKEE COUNTY,ARNOLD MILL E,133,850.80,5.3,32.3,62.4,94.7,132,855.78,0.8,37.1,62.1,99.2,132,848.26,9.1,34.8,56.1,90.9,134,876.64,4.5,17.2,78.4,95.5,134,857.07,3.7,29.9,66.4,96.3,9,6th
6280409,CHEROKEE COUNTY,CANTON ELEMEN,103,831.18,5.8,63.1,31.1,94.2,104,835.38,4.8,65.4,29.8,95.2,102,828.40,9.8,65.7,24.5,90.2,110,823.55,26.4,43.6,30.0,73.6,109,810.43,38.5,51.4,10.1,61.5,9,6th
6280505,CHEROKEE COUNTY,FREE HOME ELE,51,841.06,2.0,58.8,39.2,98.0,51,839.39,3.9,64.7,31.4,96.1,52,835.90,5.8,61.5,32.7,94.2,52,825.96,15.4,63.5,21.2,84.6,51,824.22,21.6,60.8,17.6,78.4,9,6th
6280509,CHEROKEE COUNTY,J KNOX ELEME,117,847.63,0.0,46.2,53.8,100.0,116,853.63,1.7,39.7,58.6,98.3,115,869.42,0.0,23.5,76.5,100.0,120,851.06,7.5,42.5,50.0,92.5,120,852.49,5.8,39.2,55.0,94.2,9,6th
6281050,CHEROKEE COUNTY,BALL GROUND E,70,848.99,2.9,41.4,55.7,97.1,68,855.65,0.0,50.0,50.0,100.0,72,836.42,9.7,54.2,36.1,90.3,73,849.52,6.8,43.8,49.3,93.2,73,829.42,17.8,56.2,26.0,82.2,9,6th
6281052,CHEROKEE COUNTY,CLAYTON ELEME,54,835.59,1.9,61.1,37.0,98.1,53,836.75,5.7,58.5,35.8,94.3,55,834.36,20.0,40.0,40.0,80.0,56,832.30,21.4,35.7,42.9,78.6,56,816.70,39.3,42.9,17.9,60.7,9,6th
6283052,CHEROKEE COUNTY,HICKORY FLAT,140,843.90,2.9,47.1,50.0,97.1,141,842.97,2.1,58.2,39.7,97.9,137,850.68,5.8,37.2,56.9,94.2,144,861.78,10.4,21.5,68.1,89.6,144,830.63,15.3,52.1,32.6,84.7,9,6th
6285052,CHEROKEE COUNTY,MACEDONIA ELE,145,845.08,2.1,45.5,52.4,97.9,146,844.93,2.1,59.6,38.4,97.9,145,861.92,2.8,29.7,67.6,97.2,147,858.86,6.1,34.0,59.9,93.9,147,841.70,8.2,49.0,42.9,91.8,9,6th
6290105,CLARKE COUNTY,ALPS ROAD ELE,47,817.09,25.5,55.3,19.1,74.5,48,821.17,18.8,66.7,14.6,81.3,47,821.43,27.7,44.7,27.7,72.3,48,802.27,45.8,35.4,18.8,54.2,48,798.69,60.4,29.2,10.4,39.6,10,10th
6290112,CLARKE COUNTY,JUDIA JACKSON,77,814.90,18.2,71.4,10.4,81.8,74,824.50,12.2,73.0,14.9,87.8,75,841.44,6.7,46.7,46.7,93.3,77,805.17,46.8,42.9,10.4,53.2,77,794.22,66.2,32.5,1.3,33.8,10,10th
6290178,CLARKE COUNTY,TIMOTHY ELEME,52,835.58,11.5,50.0,38.5,88.5,52,842.08,7.7,50.0,42.3,92.3,55,858.24,5.5,43.6,50.9,94.5,55,835.02,18.2,45.5,36.4,81.8,52,829.60,17.3,55.8,26.9,82.7,10,10th
6290191,CLARKE COUNTY,CLEVELAND ROA,52,831.88,3.8,75.0,21.2,96.2,52,835.00,7.7,63.5,28.8,92.3,52,849.04,13.5,34.6,51.9,86.5,53,826.62,24.5,41.5,34.0,75.5,53,808.89,37.7,50.9,11.3,62.3,10,10th
6290205,CLARKE COUNTY,GAINES ELEMEN,83,824.11,9.6,71.1,19.3,90.4,81,829.01,12.3,67.9,19.8,87.7,82,825.70,23.2,48.8,28.0,76.8,88,815.50,29.5,53.4,17.0,70.5,84,804.06,48.8,45.2,6.0,51.2,10,10th
6290291,CLARKE COUNTY,HOWARD B STRO,35,820.31,11.4,77.1,11.4,88.6,35,823.77,14.3,71.4,14.3,85.7,34,836.56,5.9,61.8,32.4,94.1,36,812.19,33.3,55.6,11.1,66.7,36,795.06,58.3,41.7,0.0,41.7,10,10th
6290391,CLARKE COUNTY,WHIT DAVIS RO,101,839.35,5.9,51.5,42.6,94.1,101,845.71,3.0,50.5,46.5,97.0,101,864.96,5.0,32.7,62.4,95.0,103,841.21,20.4,32.0,47.6,79.6,103,818.48,30.1,51.5,18.4,69.9,10,10th
6291062,CLARKE COUNTY,WHITEHEAD ROA,95,831.28,11.6,53.7,34.7,88.4,95,834.85,8.4,60.0,31.6,91.6,95,845.86,6.3,44.2,49.5,93.7,99,818.38,29.3,43.4,27.3,70.7,99,804.18,45.5,49.5,5.1,54.5,10,10th
6292056,CLARKE COUNTY,BARNETT SHOAL,73,834.60,6.8,57.5,35.6,93.2,72,841.58,4.2,61.1,34.7,95.8,73,841.52,16.4,41.1,42.5,83.6,75,838.52,22.7,32.0,45.3,77.3,74,815.61,31.1,50.0,18.9,68.9,10,10th
6292062,CLARKE COUNTY,WINTERVILLE E,52,820.21,26.9,51.9,21.2,73.1,51,827.71,13.7,64.7,21.6,86.3,52,836.08,13.5,57.7,28.8,86.5,54,805.31,40.7,42.6,16.7,59.3,53,807.30,45.3,43.4,11.3,54.7,10,10th
6293056,CLARKE COUNTY,BARROW ELEMEN,50,851.60,8.0,36.0,56.0,92.0,50,848.02,2.0,58.0,40.0,98.0,51,868.43,3.9,31.4,64.7,96.1,52,849.71,21.2,23.1,55.8,78.8,52,828.40,25.0,36.5,38.5,75.0,10,10th
6293058,CLARKE COUNTY,FOWLER DRIVE,53,825.40,7.5,71.7,20.8,92.5,52,825.75,3.8,86.5,9.6,96.2,54,838.09,16.7,48.1,35.2,83.3,55,820.36,23.6,52.7,23.6,76.4,54,806.98,40.7,57.4,1.9,59.3,10,10th
6294060,CLARKE COUNTY,OGLETHORPE AV,83,823.96,14.5,65.1,20.5,85.5,83,828.67,12.0,69.9,18.1,88.0,84,841.61,10.7,45.2,44.0,89.3,85,813.49,41.2,38.8,20.0,58.8,84,805.89,47.6,41.7,10.7,52.4,10,10th
6295056,CLARKE COUNTY,CHASE STREET,38,823.82,15.8,65.8,18.4,84.2,38,836.66,5.3,63.2,31.6,94.7,36,849.67,5.6,41.7,52.8,94.4,38,831.97,26.3,42.1,31.6,73.7,38,807.42,44.7,39.5,15.8,55.3,10,10th
6300204,CLAY COUNTY,CLAY COUNTY E,33,819.33,3.0,90.9,6.1,97.0,33,832.00,3.0,81.8,15.2,97.0,33,837.03,3.0,60.6,36.4,97.0,33,806.06,36.4,51.5,12.1,63.6,33,808.06,30.3,69.7,0.0,69.7,2,2nd
6310103,CLAYTON COUNTY,CALLAWAY ELEM,133,821.31,17.3,66.9,15.8,82.7,134,828.74,7.5,72.4,20.1,92.5,135,824.98,18.5,54.8,26.7,81.5,135,808.80,35.6,47.4,17.0,64.4,134,801.21,50.7,44.8,4.5,49.3,7,13th
6310105,CLAYTON COUNTY,THURGOOD MARS,135,823.96,13.3,62.2,24.4,86.7,134,835.38,8.2,59.7,32.1,91.8,134,831.72,17.9,47.8,34.3,82.1,137,815.95,29.2,48.2,22.6,70.8,136,810.75,39.7,48.5,11.8,60.3,7,13th
